node	descendants	informative_sites
8547	India/GJ-GBRC33/2020|EPI_ISL_444464|2020-04-29,IND/GBRC33/2020|MT467254.1|20-04-29	2292,2518,4300,16512,18568,19154,21724,28739,29750
8586	Denmark/DCGC-4288/2020|EPI_ISL_615725|2020-09-07,Denmark/DCGC-6321/2020|EPI_ISL_615803|2020-09-14,Denmark/DCGC-3970/2020|EPI_ISL_615883|2020-09-14,Denmark/DCGC-8886/2020|EPI_ISL_625890|2020-11-02,Denmark/DCGC-8251/2020|EPI_ISL_617093|2020-10-26,Denmark/DCGC-6917/2020|EPI_ISL_619763|2020-10-12,Denmark/DCGC-11870/2020|EPI_ISL_670770|2020-10-26,Denmark/DCGC-3968/2020|EPI_ISL_615881|2020-09-14,Denmark/DCGC-11875/2020|EPI_ISL_670482|2020-10-26,Denmark/DCGC-7160/2020|EPI_ISL_618915|2020-10-12	445,1738,2836,4231,6954,13201,18877,22227,22241,22444,25563,26636,26735,26801,27944,28854,28932,29645,6286
8679	India/DL-65112-CSIR-IGIB/2020|EPI_ISL_636821|2020-08-11	2450,2836,5884,11417,15862,15866,15877,18877,22444,25563,25621,26060,26735,28854,28881,28882,28883
8680	India/MH-ICMR-NIV-INSACOG-GSEQ-140/2021|EPI_ISL_1703817|2021-02-16,India/GJ-ICMR-NIV-INSACOG-GSEQ-107/2021|EPI_ISL_1704110|2021-02-14	2450,2836,5884,11417,15862,15866,15877,18877,22444,25563,25621,26060,26735,28854,28881,28882,28883
8718	BGD/DNAS_isl_MMC-01/2020|MT800891.1|20-06-30,Bangladesh/DNAS_DRCIM_isl_MMC-02/2020|EPI_ISL_774964|2020-06-28,Bangladesh/DNAS_DRCIM_isl_MMC-01/2020|EPI_ISL_774963|2020-06-28,BGD/DNAS_isl_MMC-02/2020|MT800892.1|20-06-30	1457,2106,2836,3583,18132,18877,22444,23486,25563,26735,28854,28881,28882,28883,29095
9059	India/HR-IMT-BZ140/2020|EPI_ISL_547588|2020-08-25,India/HR-IMT-BZ124/2020|EPI_ISL_561339|2020-08-25	913,2106,3267,5388,5986,6954,10039,10369,13860,14676,15096,15279,16176,18877,21767,21770,22444,23063,23271,23604,23709,24506,24914,25563,26735,27972,28048,28095,28111,28280,28281,28282,28854,28881,28882,28883,28977
9399	USA/CA-SEARCH-12125/2021|EPI_ISL_1812819|2021-01-26,USA/CA-SEARCH-12020/2021|EPI_ISL_1812566|2021-02-11	204,445,1947,2509,3486,6286,7482,7831,9928,11235,11353,11595,16242,18877,20238,21255,22227,22444,25563,25613,26735,26746,26801,27944,28854,28932,29645
10000	England/ALDP-AA0F47/2020|20-10-22,England/QEUH-AD03E8/2020|OB987386.1|2020-10-25	210,1947,2393,3457,7528,10228,11201,12067,12143,16852,18877,20396,20401,21867,22444,22917,23012,23604,24775,25469,25563,26735,26767,27389,27638,28854,28881,29402,29555,29742
10004	England/ALDP-9E7F54/2020|20-09-24,England/QEUH-9C7D7E/2020|OA982796.1|2020-09-10	210,1947,2393,3457,7528,10228,11201,12067,12143,16852,18877,20396,20401,21867,22444,22917,23012,23604,24775,25469,25563,26735,26767,27638,28854,28881,29402,29555,29742
10013	England/ALDP-A84BCD/2020|OB985812.1|2020-10-17,England/MILK-B5A628/2020|OC995914.1|2020-11-06,England/ALDP-A6E886/2020|OB983589.1|2020-10-15,England/ALDP-A50632/2020|OA995833.1|2020-10-07,England/QEUH-A9F215/2020|20-10-20	210,1947,7528,18877,22444,22917,23012,23604,25563,26735,27638,28854,28881,29402,29555,3457,4965,7165,11201,17523,20396,21895,22022,24863,25469,24775,27299,29742
10263	England/MILK-D2DF12/2020|OD924596.1|2020-12-21,England/BHRT-24B9549/2021|21-02-18,England/CAMC-C3F6DD/2020|OD906011.1|2020-12-10,England/BHRT-24B901B/2021|21-02-18,England/BHRT-24B86CF/2021|21-01-23,England/BHRT-24B79F4/2021|21-01-08,England/BHRT-24B79D6/2021|21-01-08	913,1947,2319,3267,5388,5986,6573,6954,7528,9142,9936,14676,15279,15981,16111,16176,18877,22444,23063,23271,23604,23709,24305,24506,24914,25563,25904,26735,27972,28048,28111,28280,28281,28282,28854,28881,28882,28883,28977,29555,29742
10344	Canada/ON-PPS-00436/2020|EPI_ISL_853037|2020-11-24,Canada/ON-S1797/2020|EPI_ISL_755792|2020-11-15,India/HR-IMT-BZ98/2020|EPI_ISL_561342|2020-08-25,Canada/ON-PHL-20-02368/2020|EPI_ISL_1271380|2020-09	210,1947,18877,22444,22917,23012,23604,25563,26735,27638,28854,28881,29402,29555,3457,4965,7165,11201,17523,20396,21895,22022,24863,25469
10725	India/PB-ICMR-196336/2020|EPI_ISL_1165122|2020-07,India/DL-59108-CSIR-IGIB/2020|EPI_ISL_636809|2020-08-04,India/HR-TF21/2020|EPI_ISL_511944|2020-06-17,India/RJ-4700/2020|EPI_ISL_2106805|2020-10-01	1148,3049,3055,3071,3076,3082,18255,27984,29422,1059,1438,1439,1440,1947,9738,11345,13713,16394,17014,18877,19862,21600,22018,22444,22917,22992,26111,26681,26735,28272,28854,28887,29362,29692,1390,7765,8733,10039,12070,13914,17690,18040,19495,19701,28280,28432,28975
10942	India/CH-ICMR-44271/2020|EPI_ISL_1069217|2020-08-09,India/HP-250/2020|EPI_ISL_2099664|2021-01-22	1947,3431,5653,6196,11259,12068,21630,25855,25936,26060,28416,29402
10944	India/GJ-GBRC652b/2021|EPI_ISL_2017747|2021-04-02	1947,3431,5653,6196,11259,12068,21630,25855,25936,26060,28416,29402
11031	Scotland/QEUH-13100BC/2021|21-02-22,UnitedArabEmirates/3849/2020|EPI_ISL_859870|2020-11-18,Scotland/QEUH-10672A4/2021|OD951740.1|2021-01-17	1947,13712,14193,17679,18877,19151,20683,21910,22444,22992,25563,26735,28068,28851,28854,28881,28882,28883
11189	India/PB-ICMR-195912/2020|EPI_ISL_1165115|2020-07	1148,3049,3055,3071,3076,3082,18255,27984,29422
11190	India/HP-ICMR-47634/2020|EPI_ISL_1251269|2020-08,India/HP-ICMR-18707/2020|EPI_ISL_1192076|2020-07	1148,3049,3055,3071,3076,3082,18255,27984,29422
11399	England/ALDP-A680A2/2020|OB984532.1|2020-10-09,England/PHEC-14929B/2020|20-09-29,England/MILK-9E1CDB/2020|OA991051.1|2020-09-19,England/PHEC-149301/2020|20-09-28,England/PHEC-14927D/2020|20-09-28,England/PHEC-1492B9/2020|20-09-29,England/PHEC-1492C8/2020|20-09-28,England/PHEC-1492AA/2020|20-09-28,England/PHEC-1492F5/2020|20-09-29	913,1947,3267,5388,5986,6528,6954,7292,8410,9092,9165,10833,11296,11339,11572,12262,14676,15279,16176,16293,17615,18877,22444,22484,23063,23271,23604,23709,23986,24506,24914,25563,26735,27972,28048,28111,28280,28281,28282,28854,28881,28882,28883,28977,29645
11449	Australia/VIC2141/2020|EPI_ISL_480742|2020-06-20,AUS/VIC2141/2020|MT745712.1|20-06-20	204,445,1947,2509,3486,6286,7482,7831,9928,11235,11353,11595,16242,18877,20238,21255,22227,22444,25563,25613,26735,26746,26801,27944,28854,28932,29645
11456	PAK/JRCGR_SCV-69/2020|MW960291.1|20-11-21	1059,1438,1439,1440,1947,9738,11345,13713,16394,17014,18877,19862,21600,22018,22444,22917,22992,26111,26681,26735,28272,28854,28887,29362,29692,210,23012,23604,25563,27638,28881,29402,3457,4965,7165,11201,17523,20396,21895,22022,24863,25469,313,6380,8917,12049,12781,17502,18167,21518,23587,25996,28882,28883,28975,29353,29679
11464	HongKong/HKPU-05709/2020|EPI_ISL_1159075|2020-11-24,England/QEUH-CDEB0E/2020|OD920281.1|2020-12-26	913,2106,3267,5388,5986,6954,10039,10369,13860,14676,15096,15279,16176,18877,21767,21770,22444,23063,23271,23604,23709,24506,24914,25563,26735,27972,28048,28095,28111,28280,28281,28282,28854,28881,28882,28883,28977,1457,2836,3583,18132,23486,29095,1059,20262,21846,22320,23012,27925
11474	Denmark/DCGC-2632/2020|EPI_ISL_616511|2020-08-17,England/ALDP-B49422/2020|OB995905.1|2020-11-07	884,1499,1573,2388,2788,12067,12809,17747,18877,22444,25096,25563,26034,26735,28854,28881,28882,28883,29744
11487	England/MILK-BAA911/2020|OD902002.1|2020-11-18,England/CAMC-BBC3F0/2020|20-11-21,England/CAMC-B98345/2020|OD900491.1|2020-11-15,England/CAMC-B22B0C/2020|OB995170.1|2020-11-02,England/MILK-B5610D/2020|OC995888.1|2020-11-04,England/MILK-BAFC22/2020|OD908118.1|2020-11-17,England/LOND-125150C/2020|20-11-21	1059,9344,22227,23064,25563,25936,26078,28854,28887
11503	SouthAfrica/NHLS-UCT-GS-0055/2020|EPI_ISL_1040822|2020-03-24,India/ILSGS00211/2021|EPI_ISL_1372029|2021-01-14,USA/CA-CHLA-PLM57076996/2020|EPI_ISL_753512|2020-11-30,USA/OH-UHTL-302/2021|MW831031.1|21-03-07,UnitedArabEmirates/3623/2020|EPI_ISL_859791|2020-10-19,Scotland/CVR2775/2020|20-04-20	208,241,1956,4300,4421,8950,10537,18298,19896,20268,21614,23522,25747,29509
11518	USA/WY-WPHL-20170254/2020|EPI_ISL_1032615|2020-12-23,USA/WY-WPHL-20170273/2020|EPI_ISL_1032583|2020-12-23	2258,8083,9204,10764,10766,14805,28854,28869,29167
11526	India/OR-ILSGS00685/2021|EPI_ISL_1662454|2021-03-19	872,2031,7452,7863,19839,21974,22887,22890,22892,22893,22894,22895,22992,23126,23586,28881,28882,28883,28905
11538	India/ILSGS00847/2021|EPI_ISL_1663441|2021-03-05,Israel/24115047/2021|EPI_ISL_1278928|2021-02-05	3302,4002,9693,10097,11758,13536,18594,22576,23593,23731,23868,25906,26060,26086,28079,28723,28854,28881,28882,28883
11677	IND/GBRC154/2020|MT576042.1|20-05-27,India/GJ-GBRC169a/2020|EPI_ISL_467029|2020-06-05,India/MH-NCCS-NR2527/2020|EPI_ISL_496585|2020-05-24,India/MH-ICMR-45365/2020|EPI_ISL_1129274|2020-08,Singapore/592/2020|EPI_ISL_483615|2020-06-26,India/UP-ICMR-7883/2020|EPI_ISL_1231301|2020-05,India/UP-NBRI-N27-TDV034/2020|EPI_ISL_516956|2020-05-15,India/MH-ACTREC-147/2020|EPI_ISL_699803|2020-05-29,India/OR-ILSCV24694/2020|EPI_ISL_463087|2020-05-18,IND/GBRC153a/2020|MT576038.1|20-04-27	1218,3634,8917,15324,27110,27384,28881,28882,28883,29719,29720,29721,29723,29725,29727,29729,805,4457,4891,5907,11950,12312,15187,17010,23709,26469,27576,28273,28274,28276,28280,28282,28432,28846,28887
11678	India/MH-NIV-229720/2020|EPI_ISL_577700|2020-09-29,India/MH-NIV-4271/2020|EPI_ISL_454530|2020-03-22	3634,10369,15324,18674,20896,28881,28882,28883
11679	SouthKorea/KDCA1380/2020|EPI_ISL_1063607|2020-09-19	3411,3634,3871,4999,5040,12519,14371,15324,19839,21757,23593,23756,25166,28881,28882,28883
11680	India/KA-InStem-NCBS-0023/2020|EPI_ISL_477225|2020-06-11,India/KA-InStem-NCBS-0048/2020|EPI_ISL_477248|2020-05-07,India/KA-InStem-NCBS-0068/2020|EPI_ISL_479739|2020-05-28	1218,3634,8917,15324,27110,27384,28881,28882,28883,29719,29720,29721,29723,29725,29727,29729,29751
11691	England/QEUH-9989FA/2020|20-08-24,India/MH-ACTREC-563/2020|EPI_ISL_700208|2020-08-31	3428,3634,4878,6037,10029,12494,13057,15324,17491,18877,19035,20148,21846,22599,23012,23063,23604,24410,25563,27925,28005,28093,28272
11829	SaudiArabia/KAUST-MADINAH1282/2020|EPI_ISL_677952|2020-06-25,SaudiArabia/KAUST-MADINAH850/2020|EPI_ISL_513190|2020-05-26,SaudiArabia/KAUST-MAKKAH766/2020|EPI_ISL_513237|2020-04-18,Germany/BW-RKI-I-047765/2021|EPI_ISL_1355190|2021-03-01,Germany/BY-RKI-I-101265/2021|EPI_ISL_1846803|2021-03-12	527,9679,10904,11224,11941,12043,12242,12400,18877,21397,22995,23403,25563,29420
11832	India/GJ-GBRC-424b/2020|EPI_ISL_586556|2020-07-14,IND/GBRC424b/2020|MW242779.1|20-07-14,IND/GBRC398b/2020|MW165857.1|20-06-25,India/GJ-GBRC-398b/2020|EPI_ISL_586514|2020-06-25,India/GJ-GBRC-407b/2020|EPI_ISL_586530|2020-06-25,IND/GBRC407b/2020|MW173463.1|20-06-25	2836,3833,3873,15764,18877,19844,21582,22592,23663,23997,25563,27164,27739,29335
11833	India/GJ-GBRC-424b/2020|EPI_ISL_586556|2020-07-14,IND/GBRC424b/2020|MW242779.1|20-07-14	2836,14408,20994,22444,23663,24811,26735,27164
11834	India/GJ-GBRC-399b/2020|EPI_ISL_586516|2020-06-25,IND/GBRC399b/2020|MW165862.1|20-06-25	2836,12919,18877,20994,23663,23997,24811,25563,27164,29335
11835	India/GJ-GBRC-431b/2020|EPI_ISL_586568|2020-07-06,IND/GBRC431b/2020|MW243586.1|20-07-06,India/GJ-GBRC-406b/2020|EPI_ISL_586528|2020-06-25,IND/GBRC406b/2020|MW167112.1|20-06-25	2836,3873,12919,15764,18877,19844,20994,21582,22592,23663,23997,25563,27164,27739,29335
11836	India/GJ-GBRC-431b/2020|EPI_ISL_586568|2020-07-06,IND/GBRC431b/2020|MW243586.1|20-07-06	2836,3833,3873,15764,18877,19844,20994,21582,22592,23663,23997,25563,27164,27739,29335,12919,14408,22444
11838	India/GJ-GBRC-399b/2020|EPI_ISL_586516|2020-06-25,IND/GBRC399b/2020|MW165862.1|20-06-25	2836,14408,20994,22444,23663,24811,26735,27164,10636,12919,22987,23997,18877,25563,29335
11845	India/GJ-GBRC-407b/2020|EPI_ISL_586530|2020-06-25,IND/GBRC407b/2020|MW173463.1|20-06-25	2836,10636,12919,14408,20994,22444,22987,23663,23997,26735,27164
11861	India/AP-CCMB-CIA0771/2021|EPI_ISL_2231745|2021-03-08,India/TG-CCMB-BJ888/2021|EPI_ISL_1838773|2021-03-18,India/MH-NCCS-CSPL46025/2021|EPI_ISL_2304054|2021-03-29	210,3457,11201,17523,18877,20396,22444,22917,23012,23604,24775,24863,25469,25563,26735,27299,27638,28881,29742,16852,20401,26767
11864	India/MH-NCCS-CSPL46025/2021|EPI_ISL_2304054|2021-03-29	210,1947,2393,3457,7528,10228,11201,12067,12143,16852,18877,20396,20401,21867,22444,22917,23012,23604,24775,25469,25563,26735,26767,27389,27638,28854,28881,29402,29555,29742,4965,7165,17523,21895,22022,24863,27299,15862,15866,15868,15877,21846,21987,26681,1191,1267,5184,9891,11418,12946,15451,15603,16466,20262,20320,21618,22995,27739,27752,27916,29427
11866	India/CT-ILSGS00381/2021|EPI_ISL_1662325|2021-02-02	210,3457,11201,18877,22444,25563,26735,29402
11867	India/ILSGS00779/2021|EPI_ISL_1663377|2021-03-01	4965,15862,15866,15868,15877,16852,17523,21846,21895,21987,23012,23604,24775,25469,26681,26767,29742
11868	India/ILSGS00795/2021|EPI_ISL_1663393|2021-03-04,India/ILSGS00763/2021|EPI_ISL_1663364|2021-03-07,India/TG-CCMB-BO840/2021|EPI_ISL_1838880|2021-04-12	4965,15862,15866,15868,15877,16852,17523,21846,21895,21987,23604,24775,25469,26681,26767,29742
11869	India/AP-CCMB-CIA0827/2021|EPI_ISL_2231720|2021-03-03,India/CT-ILSGS00493/2021|EPI_ISL_1662419|2021-02-22	20396,20401,21618,22995,23012,23604,24410,25469,27752,28461,29742,210,1191,1267,11418,16466,18176,26767
11874	India/ILSGS00780/2021|EPI_ISL_1663378|2021-03-01	835,14874,16236,17523,22022,23604,26681,26767
11875	India/ILSGS00757/2021|EPI_ISL_1663361|2021-03-19	835,14874,16236,17523,22022,23604,26681,26767,18744,19813,21846,21895,21987,24406,24475,24775,25469,29742,15862,15866,15868,15877
11876	India/AP-CCMB-BN928/2021|EPI_ISL_1838644|2021-04-07,India/MH-NS1278/2021|EPI_ISL_1838335|2021-03-31,India/AP-CCMB-BK705/2021|EPI_ISL_1838529|2021-03-24,India/TG-CCMB-CIA1047/2021|EPI_ISL_2157011|2021-04-18	17523,18744,19813,21846,21895,21987,22022,24406,24475,24775,25469,29742
11877	India/AP-CCMB-BN928/2021|EPI_ISL_1838644|2021-04-07,India/MH-NS1278/2021|EPI_ISL_1838335|2021-03-31	835,17523,18744,19813,21846,21895,21987,22022,24406,24475,24775,25469,29742,15862,15866,15868,15877
12054	Turkey/HSGM-5769/2020|EPI_ISL_428717|2020-03-19,SaudiArabia/KAUST-MAKKAH1558/2020|EPI_ISL_678111|2020-04-14	1059,6406,9967,17104,18877,21304,21305,26735,27964
12057	Indonesia/JB-TFRIC19-R42550/2020|EPI_ISL_511878|2020-07-11,Indonesia/KI-NIHRD-PME5218/2020|EPI_ISL_791977|2020-08-11,Indonesia/SS-NIHRD-PME1692/2020|EPI_ISL_775599|2020-06-09	733,2749,3828,5648,6319,6613,9105,11296,12778,13860,17259,18877,21614,21621,21638,21974,22132,22338,22812,23012,23063,23380,23525,24642,25088,25511,25563,26149,26735,28167,28178,28512,28877,28878,28881,28882,28883
12094	SaudiArabia/KAUST-JEDDAH1332/2020|EPI_ISL_677909|2020-06-30,SaudiArabia/KAUST-MADINAH1479/2020|EPI_ISL_677953|2020-06-19	1420,3852,3961,7798,9072,9891,10116,18877,20578,21846,23012,23287,23604,23948,24382,25276,25563,26735,26767,28209,28271,28881,28882,28883
12200	USA/OR-PROV-163/2020|EPI_ISL_482416|2020-05-06	4543,5071,5629,8102,9526,10261,11497,11563,13993,15766,16889,17019,20263,20264,20265,22992,24550,25710,26165,26735,26876,28975,29399
12201	USA/OR-OHSU-0350/2020|EPI_ISL_525807|2020-05-16,USA/OR-OHSU-0176/2020|EPI_ISL_468119|2020-05-08,USA/OR-OHSU-0187/2020|EPI_ISL_468128|2020-05-12,USA/OR-OHSU-0392/2020|EPI_ISL_509127|2020-05-16,USA/OR-PROV-148/2020|EPI_ISL_482406|2020-05-03,USA/OR-OHSU-0182/2020|EPI_ISL_468124|2020-05-12,USA/OR-OHSU-0181/2020|EPI_ISL_468123|2020-05-11,USA/OR-OHSU-0185/2020|EPI_ISL_468127|2020-05-12,USA/OR-OHSU-0179/2020|EPI_ISL_468122|2020-05-06,USA/OR-OHSU-0389/2020|EPI_ISL_509126|2020-05-10	4543,5071,5629,8102,9526,10261,11497,11563,13993,15766,16889,17019,20263,20264,20265,22992,24550,25710,26165,26735,26876,28975,29399
12252	USA/KY-KSPHL-100037/2020|EPI_ISL_966372|2020-06-08	685,1059,1263,6312,8083,10319,13446,14805,18424,18877,21304,21952,24087,24170,25907,27964,28472,28869
12265	France/OCC-SC482/2020|EPI_ISL_660683|2020-03-24,England/LIVE-9E0AD/2020|20-04-03,England/SHEF-CCECA/2020|20-04-18,England/SHEF-CE96D/2020|20-04-01,England/LIVE-9DF29/2020|20-04-07,England/LIVE-99EB7/2020|20-04-14	3428,4878,6037,10029,13057,17491,19035,20148,21846,22599,23012,23063,23604,24410,27925,28005,28093,28272
12425	England/CAMC-946F17/2020|OA978616.1|2020-07-21,England/QEUH-960A07/2020|OA969294.1|2020-08-04,England/QEUH-95FAB0/2020|OA969903.1|2020-08-03	1059,1757,1912,4265,6796,8083,10319,14805,18424,18877,21088,21220,21302,21304,21305,25088,25907,27964,28472,28869
12449	USA/FL-BPHL-1097/2020|MT956684.1|20-08-19,USA/FL-BPHL-1521/2020|MW056168.1|20-07-28,USA/MD-MDH-0352/2020|MW280170.1|20-10-20,USA/TX-DSHS-1485/2020|MW331646.1|20-06-22,USA/GA-EHC-483Q/2020|EPI_ISL_1278077|2020-07-31,USA/MA-MGH-03162/2020|MW454622.1|20-08-30	733,1288,2749,3828,5648,6319,6613,9105,11296,12778,13860,17259,18877,21614,21621,21638,21974,22132,22812,23012,23063,23380,23525,24642,25088,25445,25511,25563,26149,28167,28512,28851,28877,28878,28881,28882,28883,29254,29409
13116	Canada/ABPHL-03960/2021|EPI_ISL_2163969|2021-02-08	710,1154,1457,1514,5008,6720,8152,12121,17061,18877,23587,25563,25677,28272,28881,28882,28883,28975,29474,29637
13232	England/QEUH-9C8F68/2020|20-09-11	346,1489,2113,7765,11417,11521,17690,18877,20268,23248,25563,28899,28959
13233	Germany/BY-RKI-I-012647/2021|EPI_ISL_1142780|2021-01-25	346,1489,2113,7765,11417,11521,17690,18877,20268,23248,25563,28899,28959
13308	Netherlands/NA_235/2020|EPI_ISL_422769|2020-03-27,Turkey/CTF_07062020_110/2020|EPI_ISL_2015101|2020-06-07,Turkey/IST-GLAB-A3/2020|EPI_ISL_735368|2020-06-01,Netherlands/NA_235/2020|LR877951.1|20-03-27,Turkey/IST-GLAB-065/2020|EPI_ISL_735266|2020-04-22,France/IDF_HB_112004003571/2020|EPI_ISL_940353|2020-04-01,DRC/307/2020|EPI_ISL_420842|2020-03,DRC/81/2020|EPI_ISL_417944|2020-03-18,Israel/2020051/2020|EPI_ISL_447415|2020-03-17,Turkey/IST-GLAB-003/2020|EPI_ISL_480228|2020-04-13	241,2480,2558,3037,7765,9561,14408,14805,17690,18877,23403,25563,26144,27880,27882,27883
13318	SouthKorea/KDCA1374/2020|EPI_ISL_1063615|2020-10-03,SouthKorea/KDCA1373/2020|EPI_ISL_1063614|2020-10-03,Australia/NSW1121/2020|EPI_ISL_593735|2020-09-13,Australia/NSW1122/2020|EPI_ISL_593736|2020-09-13	1390,1947,7765,8733,10039,12070,13914,17690,18040,19495,19701,22444,26735,28280,28432,28854,28975,527,5570,9070,9679,11224,11941,12043,12242,12400,14622,16948,22995,25413
13319	SouthKorea/KDCA1374/2020|EPI_ISL_1063615|2020-10-03,SouthKorea/KDCA1373/2020|EPI_ISL_1063614|2020-10-03	1390,1947,7765,8733,10039,12070,13914,17690,18040,19495,19701,22444,26735,28280,28432,28854,28975,527,5570,9070,9679,11224,11941,12043,12242,12400,14622,16948,22995,25413
13359	Netherlands/ZH-RIVM-20912/2020|EPI_ISL_790944|2020-09-24,Netherlands/ZH-EMC-580/2020|EPI_ISL_578008|2020-09-19	241,2480,2558,3037,7765,9561,14408,14805,17690,18877,23403,25563,26144,27880,27882,27883
13362	Turkey/IST-GLAB-157/2020|EPI_ISL_480255|2020-05-02,Turkey/IST-GLAB-193/2020|EPI_ISL_480278|2020-05-07	3267,5388,5986,6706,6954,7765,8950,14676,15279,16176,16726,17690,18877,19524,21234,23063,23271,23604,23709,24506,24914,25563,25844,27430,27577,27972,28048,28111,28280,28281,28282,28881,28882,28883,28977,29524
13418	EGY/CUNCI-HGC6I010/2020|MT614596.1|20-06-02,Egypt/MASRI-10/2020|EPI_ISL_475752|2020-05	913,2453,3267,5388,6954,14676,15279,16176,18877,23271,23604,23709,24506,24914,25563,27972,28048,28111,28280,28281,28282,28881,28882,28883,5986,912,2607,5944,6527,7771,13264,15096,21767,23063,28725,28884
13570	ISR/hCov-19-Israel-CVL-n-7467/2020|MW674845.1|20-04-11,ISR/hCov-19-Israel-CVL-n-6134/2020|MW674869.1|20-03-15	4885,12053,14024,18683,18877,21137,22020,22326,23628,25088,25563,25728,26063,28881,28882,28883
13630	USA/IL-NM-0547/2020|EPI_ISL_626454|2020-04-29,USA/IL-LCH-0033/2020|EPI_ISL_1501714|2020-05-19,USA/IL-IDPH-COO-C-001043/2020|EPI_ISL_1494109|2020-05-07	203,313,679,6363,18877,25563,27925,28881,28882,28883,28975
13635	Argentina/PAIS-E0143/2020|EPI_ISL_1395812|2020-07-20	872,2031,4927,7452,7863,11514,18877,19839,21742,21974,22992,23126,23586,24095,25563,26063,26065,28881,28882,28883,28905,29718
14030	USA/NJ-CDC-LC0049286/2021|MZ073195.1|2021-04-16,USA/NY-PRL-2021_0419_00A02/2021|EPI_ISL_1717351|2021-04-16	3428,3634,4878,6037,10029,12494,13057,15324,17491,18877,19035,20148,21846,22599,23012,23063,23604,24410,25563,27925,28005,28093,28272,1059,6730,5192,11451,17707,21993,21995,26161,26492,29666,29779,12053,25088,28881,28882,28883
14031	USA/NJ-CDC-LC0049286/2021|MZ073195.1|2021-04-16,USA/NY-PRL-2021_0419_00A02/2021|EPI_ISL_1717351|2021-04-16	3428,3634,4878,6037,10029,12494,13057,15324,17491,18877,19035,20148,21846,22599,23012,23063,23604,24410,25563,27925,28005,28093,28272,1059,6730
14091	Mexico/MEX-INMEGEN-05-01-254/2021|EPI_ISL_2178755|2021-04-27,Mexico/CMX-INMEGEN-05-01-65/2021|EPI_ISL_2276104|2021-05-04,Mexico/CMX-INMEGEN-05-02-62/2021|EPI_ISL_2276108|2021-05-07	5192,11451,17707,21993,21995,26161,26492,29666,29779
14093	Mexico/CMX-INMEGEN-05-01-91/2021|EPI_ISL_2276105|2021-05-06,Mexico/CMX-INMEGEN-05-01-193/2021|EPI_ISL_2178748|2021-05-06	5192,11451,17707,21993,21995,26161,26492,29666,29779
14164	USA/MA-MASPHL-00436/2020|MW539748.1|20-04-28	241,3037,8782,11230,14408,18877,22227,23403,25487,25563,28144,28878,29742
14182	USA/NJ-NYGC-NJ-BioR-547-Ampliseq/2020|EPI_ISL_2193641|2020-09-23	3766,6312,10667,11824,11950,12053,12964,17304,18731,18877,22747,23012,24292,24928,25088,25563,28254,28628,28881,28882,28883,28975,29754
14245	India/GJ-GBRC315b/2020|EPI_ISL_495072|2020-06-17,IND/GBRC315b/2020|MT800041.1|20-06-17	4002,7623,7626,8658,10097,12534,13536,18877,19301,19302,21163,21166,23593,23731,28846,28881,28882,28883,28908
14246	India/MH-GA92/2020|EPI_ISL_511937|2020-06-17,DRC/10502/2020|EPI_ISL_527547|2020-05-20,DRC/10533/2020|EPI_ISL_527548|2020-05-20	4002,7623,7626,8658,10097,12534,13536,19301,19302,21163,21166,23593,23731,28846,28881,28882,28883,28908
14514	USA/CA-CZB-24234/2021|MW736852.1|21-01-27,USA/CA-RD-RA01945/2021|EPI_ISL_1010143|2021-01-27	696,913,1427,2749,3267,3871,3931,5648,6285,6319,6613,12778,13860,16176,17259,19524,20429,21621,21638,21736,21974,22132,23063,23271,23604,24642,25088,28167,28512,28881,28882,28883
14543	USA/WI-UW-2225/2020|MW342084.1|20-10-26,USA/AZ-TG769990/2020|EPI_ISL_1392536|2020-11-04,USA/IL-LCH-0232/2020|EPI_ISL_1501855|2020-11-30,USA/WI-WSLH-201352/2020|EPI_ISL_803578|2020-10-02,USA/WI-UW-1877/2020|EPI_ISL_632896|2020-09-11,USA/UT-UPHL-2105518041/2021|EPI_ISL_2291889|2021-01-19,USA/WI-UW-4801/2020|EPI_ISL_2294877|2020-09-22,USA/UT-UPHL-2012204862/2020|MW420231.1|20-10-19,USA/WI-GMF-32358/2020|EPI_ISL_661139|2020-11-09,USA/AZ-TG769656/2020|EPI_ISL_1392576|2020-11-04	274,696,806,1427,2584,3871,3931,5140,6027,6285,8655,18486,19524,20268,20429,23120,23587,24076,26455,27911,27916,27917,27918,27924,27925,28854,28977,29543,1673,1884,2086,11005,11195,16329,20936,22713,28209,28223,28225,28245,28624,28881,28882,28883,29296,29379
